timestamp,phase,Active_Power,Reactive_Power,Apparent_Power,Voltage,Current,Power_Factor,Active_Power_Demand
2025-05-20 00:00:00,R,15.854397536746598,6.560616906162554,17.158193828099233,217.24668990576066,76.9817240078665,1.0,15.854397536746598
2025-05-20 00:00:00,S,15.854397536746598,6.560616906162554,17.158193828099233,216.54925033883336,75.8054479989936,1.0,15.854397536746598
2025-05-20 00:00:00,T,15.854397536746598,6.560616906162554,17.158193828099233,202.36146270637067,81.93213947255967,1.0,15.854397536746598
2025-05-20 00:15:00,R,17.870684542743355,6.441516765468244,18.996170779029512,225.48582293209228,87.26556539266683,1.0,16.862541039744976
2025-05-20 00:15:00,S,17.870684542743355,6.441516765468244,18.996170779029512,219.07227631673138,88.65703877403965,1.0,16.862541039744976
2025-05-20 00:15:00,T,17.870684542743355,6.441516765468244,18.996170779029512,228.5333661580101,85.26937044105637,1.0,16.862541039744976
2025-05-20 00:30:00,R,17.79307884679206,8.230567140782176,19.60448648414649,217.80566041558848,86.36407192130865,1.0,17.17272030876067
2025-05-20 00:30:00,S,17.79307884679206,8.230567140782176,19.60448648414649,227.623610806151,89.99510157299098,1.0,17.17272030876067
2025-05-20 00:30:00,T,17.79307884679206,8.230567140782176,19.60448648414649,224.77704870404503,87.79299400439098,1.0,17.17272030876067
2025-05-20 00:45:00,R,16.677540837370913,6.987580292263068,18.08221907629143,215.11138605570235,84.09980923075649,1.0,17.04892544091323
2025-05-20 00:45:00,S,16.677540837370913,6.987580292263068,18.08221907629143,221.00284012824525,83.70903368892422,1.0,17.04892544091323
2025-05-20 00:45:00,T,16.677540837370913,6.987580292263068,18.08221907629143,222.99256240866194,82.97191321959906,1.0,17.04892544091323
2025-05-20 01:00:00,R,16.963404942793535,6.800095922673623,18.275623431520867,219.4388713190709,83.83240360623243,1.0,17.326177292424966
2025-05-20 01:00:00,S,16.963404942793535,6.800095922673623,18.275623431520867,213.009893582256,83.39490826449568,1.0,17.326177292424966
2025-05-20 01:00:00,T,16.963404942793535,6.800095922673623,18.275623431520867,227.7574257722719,81.9702994557976,1.0,17.326177292424966
2025-05-20 01:15:00,R,16.695444780034467,5.599112705977753,17.609313998490165,214.98531840286532,78.69024616684975,1.0,17.032367351747745
2025-05-20 01:15:00,S,16.695444780034467,5.599112705977753,17.609313998490165,222.3241069829463,82.04889988226024,1.0,17.032367351747745
2025-05-20 01:15:00,T,16.695444780034467,5.599112705977753,17.609313998490165,216.26942047524605,77.37665061411514,1.0,17.032367351747745
2025-05-20 01:30:00,R,16.766479162358216,6.363404038125104,17.933425061995802,218.07265831035303,83.1254478455959,1.0,16.775717430639283
2025-05-20 01:30:00,S,16.766479162358216,6.363404038125104,17.933425061995802,239.33533134091164,78.63419884175048,1.0,16.775717430639283
2025-05-20 01:30:00,T,16.766479162358216,6.363404038125104,17.933425061995802,227.84569303951181,82.2938648549989,1.0,16.775717430639283
