Timestamp,Potencia Real (kW),Potencia Reactiva (kVAR),Potencia Aparente (kVA),Tensión (V),Corriente (A),Frecuencia (Hz),Factor de Potencia,THD Corriente (%),THD Voltaje (%),Temperatura Interna (°C)
2025-04-01 00:00:00,38.93057672416984,25.991477339190848,69.80535814309478,219.38491616389405,4.555763614050834,50.131224507972185,0.9659793847698711,2.967525913446785,2.508240165702115,39.08224225484626
2025-04-01 01:00:00,58.03973485062449,36.70663290949243,60.888485742574986,222.52332825527373,4.475341002634513,49.77925789978809,0.9414494569688902,2.047119340030383,1.5587445924446781,37.55508605451403
2025-04-01 02:00:00,58.76837065446094,30.22440625655796,74.37010033919377,223.8272798152202,3.879161647228067,50.16374000950244,0.9566166999475483,3.091311931771096,2.6347796585397596,30.12345291746151
2025-04-01 03:00:00,51.351838117610974,30.55849208055457,89.27308096955935,217.4408083267214,4.555698214515859,50.25350288729133,0.953444052001972,3.397831344902668,2.108555904541611,39.09729418967732
2025-04-01 04:00:00,46.0184936765005,32.04438748332328,63.7966235362979,217.89645155555732,3.9686075550302027,50.14854981825704,0.9590158970494489,1.6528817288517286,1.837505519031007,42.438619737020026
2025-04-01 05:00:00,48.032861899775234,27.524009350037538,59.88997444187439,226.27096568452208,3.240697600000769,50.063997771458745,0.9428035501380087,2.9618859737615115,2.1687821241233873,36.52994750076604
2025-04-01 06:00:00,51.34784631930586,32.24810417450368,59.51532289897821,214.5513163428677,3.24816219399952,50.01613684289312,0.9601974681324731,3.5421127566310884,1.39286378061375,31.11826217660848
2025-04-01 07:00:00,64.6715316503505,25.725083938489576,59.62117785527557,222.1854854445106,3.9047355648153657,49.89368132663631,0.9594199761474843,1.7765050178013881,2.084544279740562,37.43869893712301
2025-04-01 08:00:00,54.50450044837485,32.369647741842314,60.784591181186244,217.64936478268945,6.3791009656048345,50.28778420216697,0.9469616375428799,2.770842299203483,2.675155132419845,35.20473827071441
2025-04-01 09:00:00,45.25143612787747,33.44387908486411,81.1169302148565,219.13391872590745,4.009816195522349,50.35237656207732,0.948928649332869,3.673184746520043,1.6313510807965212,36.68009273169206
2025-04-01 10:00:00,62.00231504399385,28.85254810760618,67.02070779218762,219.04598570665172,4.6400717742149356,49.900505625773924,0.9534373769477933,3.624461895099425,1.9301016004070572,28.993839933285606
2025-04-01 11:00:00,62.407633815246335,36.402973407843135,63.52168210321184,219.92157329216334,5.143928103776317,50.166617811043444,0.9454817073893474,3.3113108726105267,2.056633030952602,36.935384993496726
2025-04-01 12:00:00,59.603563295639525,31.897891496858012,68.09093807563474,217.59187036198372,6.750324471017013,50.33744857629871,0.9609054511731765,2.009786313858907,1.9658488603055997,35.40897525675436
2025-04-01 13:00:00,65.13885429143167,25.932486768545914,73.33308717941462,224.13697127588728,4.972428838341091,50.00469679963858,0.9534861403938851,2.2838391159490747,1.798074997475917,32.59607296856159
2025-04-01 14:00:00,71.49878934806742,31.686431281718775,62.758364842178864,220.75462222180536,6.369140245379818,50.14531313446018,0.9347148484534572,2.6168651697365237,3.1317732515831764,35.129382807342786
2025-04-01 15:00:00,64.37966474554838,30.41475110685175,66.98284792167303,223.84845375037017,5.760650564295924,50.05935588480815,0.9515751581114258,3.193568620055408,2.1167129888020213,31.806498608502558
