Timestamp,Potencia Real (kW),Potencia Reactiva (kVAR),Potencia Aparente (kVA),Tensión (V),Corriente (A),Frecuencia (Hz),Factor de Potencia,THD Corriente (%),THD Voltaje (%),Temperatura Interna (°C)
2025-05-01 00:00:00,54.96714153011233,36.318533388273345,51.40111813891074,214.97831086853046,9.514667077145756,50.016601884787455,0.9095601295450387,2.798813829849083,0.8893832496124379,35.988003334606034
2025-05-01 00:15:00,48.61735698828815,25.768420112671322,69.71513323166263,220.6341234256748,15.16058379738155,50.099646261541295,0.9608864540953147,4.327500245455421,1.9678674357851949,33.3000667666514
2025-05-01 00:30:00,56.47688538100692,32.71739689335047,66.37073177059139,218.16829161431122,11.086513929948547,50.08889400055931,0.9671732687815514,3.2925984457408304,1.118374534004032,34.23608742494334
2025-05-01 00:45:00,65.23029856408026,30.99905216859357,70.29766885120819,220.88381051625132,6.384820701637085,50.0353393797459,0.9608597040478221,2.9253946108812454,1.54390336439694,36.50162047770321
2025-05-01 01:00:00,47.658466252766644,31.32010040666835,58.52236277577279,220.11175277483184,8.620688990198111,50.059964364072506,0.9368377301381661,2.9640895963615703,2.2624068515046747,34.0083555263371
2025-05-01 01:15:00,47.6586304305082,36.36176750053384,67.23096321574009,215.06670486137943,9.893575127454033,50.12716967915225,0.9451180887568291,1.9704354077728272,1.3629012597795986,36.950999118524614
2025-05-01 01:30:00,65.79212815507391,33.66246051389901,54.652196363640066,223.1343853176451,10.507367108596194,49.985003370882914,0.935034506904446,2.142865289565459,1.2881410906480326,37.60994488169952
2025-05-01 01:45:00,57.67434729152909,31.443618314125118,84.64582428103915,219.75617174078442,7.370502279379155,49.88845799964698,0.9415947193768234,2.804818327085423,3.190972491707812,37.28734368396094
2025-05-01 02:00:00,45.30525614065048,21.72556281885852,50.24945075853617,215.0573549606705,9.730019544045877,50.130112985217856,0.9258006994266564,3.271273030109293,1.3203554742899177,38.95960920633891
2025-05-01 02:15:00,55.42560043585965,25.199768523602682,85.26356915349974,231.20463278102898,8.564721724778918,49.94702217479693,0.947704223567309,3.9481500118021104,2.8252604515439868,34.81853543541777
2025-05-01 02:30:00,45.365823071875376,29.38645533202138,60.4186553650729,222.38215083358563,7.7924828747953665,49.93096618766561,0.9199439657738986,3.0925606171714346,1.9138989177103698,35.354402147938124
2025-05-01 02:45:00,45.34270246429743,30.466861871383255,43.49386932517508,219.23369723300348,10.519191293397908,49.82038022446655,0.9459973089154372,4.352774175754248,1.7375854392805123,35.64132609552528
2025-05-01 03:00:00,52.41962271566034,24.34898137663038,76.41695220586321,227.07602263350913,11.547754346885645,50.05712830531643,0.9250283662180047,4.605198015209525,2.2833931952941025,34.87920415001852
2025-05-01 03:15:00,30.86719755342202,42.058383377892106,61.51081666073951,229.20907804693303,11.68208255392324,49.83785473754478,0.9541363272358281,3.795267212482204,2.6682970377722497,36.08435794820329
2025-05-01 03:30:00,32.75082167486967,37.58197027626787,70.21348918056286,219.27325288843056,11.148772702267753,49.924974119230825,0.9364116087811422,4.224981408055885,1.4269660289458357,31.57759194197602
2025-05-01 03:45:00,44.37712470759027,33.01059160196242,74.68627102251112,221.7369874321738,9.005260933719475,50.05882367945151,0.9558116069574907,2.0092864786119056,1.7448751051357347,35.40981077738504
2025-05-01 04:00:00,39.87168879665576,30.360184306418724,64.05546664974031,215.0599859099853,11.429099522927011,50.07219212524084,0.9716316145672956,1.8508010653119376,2.423434867342126,32.24512670023421
2025-05-01 04:15:00,53.142473325952736,28.93895515049424,52.89310986224623,219.26403624615995,10.618108876208575,49.93482958517818,0.9817889387220942,3.5179733762901657,2.1439971562135,33.07475344478485
2025-05-01 04:30:00,40.91975924478789,25.24040769988882,71.708560532031,219.00468723120065,10.267883765904026,49.98658466730076,0.8994399082195902,1.6587901881329528,2.5509589153206913,36.46577962205983
2025-05-01 04:45:00,35.87696298664709,30.387402592594313,60.009066089455146,220.92413516810828,8.776613756596403,49.912740547359384,0.9333161181225244,2.709628155984067,2.2575559772158895,34.60176752310196
2025-05-01 05:00:00,64.65648768921554,31.288762700713754,68.23029382330103,221.66380239318505,9.006247745316944,49.94516032121888,0.9439382784577597,3.771191905329739,2.904112004574574,36.39522894943161
2025-05-01 05:15:00,47.74223699513465,23.79119712259188,34.155233114502465,222.7991422441403,10.147773872249108,50.02662152601529,0.9592065563676296,4.413372924685207,2.0892942994168253,34.55844679279774
2025-05-01 05:30:00,50.67528204687924,31.670882086224488,65.36378060411822,221.1882132814998,14.879748933971003,49.94983533212035,0.9169929099169094,2.7457843497119345,2.1109055741654807,37.21281263278231
2025-05-01 05:45:00,35.75251813786544,29.223704755876255,52.33697009825964,213.94628686685417,10.60248496018278,49.97557849598243,0.9303581518639956,2.3500557046923096,2.1608606860078994,34.52183858875739
2025-05-01 06:00:00,44.556172754748175,20.460962210613047,79.83971564614237,215.30766447129457,8.777622995499428,49.853529331838246,0.9526071440531422,3.3204616215115825,1.928755574136721,31.090163020873753
2025-05-01 06:15:00,51.10922589709866,25.69807494610249,67.47704817466914,217.26796190268163,8.335221110061115,50.11329561648061,0.9516977648305333,1.9264565564761107,2.424043579400462,35.45078516402254
